action,content_type_name,parent_content_type_name,project_id,user_id
content_published,idea,brainstorm,209,89845
content_published,idea,brainstorm,211,68711
content_published,idea,brainstorm,211,75665
content_published,idea,brainstorm,211,75668
content_published,idea,brainstorm,211,77149
content_published,idea,brainstorm,211,77539
content_published,idea,brainstorm,211,77538
content_published,idea,brainstorm,211,77968
content_published,idea,brainstorm,211,78415
content_published,idea,brainstorm,211,78337
content_published,idea,brainstorm,211,80101
content_published,idea,brainstorm,211,75680
content_published,idea,brainstorm,211,80794
content_published,idea,brainstorm,211,78746
content_published,idea,brainstorm,211,79374
content_published,idea,brainstorm,211,82131
content_published,idea,brainstorm,211,82658
content_published,idea,brainstorm,211,75925
content_published,idea,brainstorm,211,88524
content_published,idea,brainstorm,211,163979
content_published,post,brainstorm,211,63127
content_published,idea,brainstorm,6,54307
content_published,idea,brainstorm,6,80373
content_published,idea,brainstorm,210,69302
content_published,idea,brainstorm,210,69302
content_published,idea,brainstorm,210,68711
content_published,idea,brainstorm,210,75589
content_published,idea,brainstorm,210,77789
content_published,idea,brainstorm,210,77968
content_published,idea,brainstorm,210,78041
content_published,idea,brainstorm,210,78446
content_published,idea,brainstorm,210,78415
content_published,idea,brainstorm,210,79953
content_published,idea,brainstorm,210,80024
content_published,idea,brainstorm,210,63127
content_published,idea,brainstorm,210,83270
content_published,idea,brainstorm,210,113635
content_published,idea,brainstorm,210,127352
content_published,idea,brainstorm,210,130294
content_published,idea,brainstorm,210,130294
content_published,idea,brainstorm,210,131797
content_published,idea,brainstorm,210,208560
content_published,idea,brainstorm,263,79417
content_published,idea,brainstorm,263,76482
content_published,idea,brainstorm,263,76482
content_published,idea,brainstorm,263,76482
content_published,idea,brainstorm,263,76482
content_published,idea,brainstorm,263,76482
content_published,idea,brainstorm,263,80304
content_published,idea,brainstorm,263,68711
content_published,idea,brainstorm,263,69302
content_published,idea,brainstorm,263,79374
content_published,idea,brainstorm,263,79374
content_published,idea,brainstorm,263,80406
content_published,idea,brainstorm,263,82143
content_published,idea,brainstorm,263,82127
content_published,post,brainstorm,2,83146
content_published,idea,brainstorm,264,80406
content_published,idea,brainstorm,264,69302
content_published,idea,brainstorm,264,79389
content_published,idea,brainstorm,264,82853
content_published,idea,brainstorm,264,79389
content_published,idea,brainstorm,264,75719
content_published,idea,brainstorm,264,75719
content_published,idea,brainstorm,264,83213
content_published,idea,brainstorm,264,88347
content_published,idea,brainstorm,264,111489
content_published,idea,brainstorm,264,111489
content_published,idea,brainstorm,264,115920
content_published,idea,brainstorm,264,128513
content_published,idea,brainstorm,264,131797
content_published,idea,brainstorm,264,134724
content_published,idea,brainstorm,264,130294
content_published,idea,brainstorm,264,130294
content_published,post,brainstorm,264,75875
content_published,post,brainstorm,264,79538
content_published,post,brainstorm,264,80406
content_published,post,brainstorm,264,75875
content_published,post,brainstorm,264,80406
content_published,post,brainstorm,264,88184
content_published,post,brainstorm,264,88184
content_published,post,brainstorm,264,89093
content_published,post,brainstorm,264,89093
content_published,idea,brainstorm,266,75774
content_published,idea,brainstorm,266,75774
content_published,idea,brainstorm,266,68711
content_published,idea,brainstorm,266,68711
content_published,idea,brainstorm,266,62241
content_published,idea,brainstorm,266,51599
content_published,idea,brainstorm,266,1439
content_published,idea,brainstorm,266,68711
content_published,idea,brainstorm,266,63127
content_published,idea,brainstorm,266,63127
content_published,idea,brainstorm,266,63127
content_published,idea,brainstorm,266,75774
content_published,idea,brainstorm,266,63013
content_published,idea,brainstorm,266,68711
content_published,idea,brainstorm,266,68711
content_published,idea,brainstorm,266,83176
content_published,idea,brainstorm,266,81081
content_published,idea,brainstorm,266,83228
content_published,idea,brainstorm,266,83263
content_published,idea,brainstorm,266,50272
content_published,idea,brainstorm,266,50272
content_published,idea,brainstorm,266,63013
content_published,idea,brainstorm,266,63013
content_published,idea,brainstorm,266,83330
content_published,idea,brainstorm,266,83330
content_published,idea,brainstorm,266,81312
content_published,idea,brainstorm,266,81312
content_published,idea,brainstorm,266,83382
content_published,idea,brainstorm,266,83382
content_published,idea,brainstorm,266,83392
content_published,idea,brainstorm,266,83392
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,84636
content_published,idea,brainstorm,266,84636
content_published,idea,brainstorm,266,51599
content_published,idea,brainstorm,266,83382
content_published,idea,brainstorm,266,50272
content_published,idea,brainstorm,266,83330
content_published,idea,brainstorm,266,83392
content_published,idea,brainstorm,266,82561
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,63773
content_published,idea,brainstorm,266,84636
content_published,idea,brainstorm,266,70282
content_published,idea,brainstorm,266,70282
content_published,idea,brainstorm,266,89045
content_published,idea,brainstorm,266,90152
content_published,idea,brainstorm,266,90096
content_published,idea,brainstorm,266,77684
content_published,idea,brainstorm,266,89293
content_published,idea,brainstorm,266,84491
content_published,idea,brainstorm,266,126582
content_published,idea,brainstorm,266,127298
content_published,idea,brainstorm,266,109313
content_published,idea,brainstorm,266,136815
content_published,idea,brainstorm,266,130605
content_published,idea,brainstorm,266,17434
content_published,idea,brainstorm,266,207867
content_published,idea,brainstorm,266,211466
content_published,post,brainstorm,266,8382
content_published,post,brainstorm,266,8382
content_published,post,brainstorm,266,68711
content_published,post,brainstorm,266,63773
content_published,post,brainstorm,266,63773
content_published,post,brainstorm,266,24435
content_published,post,brainstorm,266,24435
content_published,post,brainstorm,266,63773
content_published,post,brainstorm,266,63773
content_published,post,brainstorm,266,24435
content_published,post,brainstorm,266,24435
content_published,post,brainstorm,266,83387
content_published,post,brainstorm,266,83387
content_published,post,brainstorm,266,89220
content_published,idea,brainstorm,155,75774
content_published,idea,brainstorm,155,10
content_published,idea,brainstorm,155,1439
content_published,idea,brainstorm,155,1439
content_published,idea,brainstorm,155,81799
content_published,idea,brainstorm,155,83976
content_published,idea,brainstorm,155,83976
content_published,idea,brainstorm,155,1439
content_published,idea,brainstorm,155,1439
content_published,idea,brainstorm,155,83976
content_published,idea,brainstorm,155,1439
content_published,idea,brainstorm,155,93958
content_published,idea,brainstorm,155,126582
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,75774
content_published,idea,brainstorm,268,75774
content_published,idea,brainstorm,268,63127
content_published,idea,brainstorm,268,63127
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,75774
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,75774
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,75774
content_published,idea,brainstorm,268,63127
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,82742
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,190113
content_published,idea,brainstorm,268,193375
content_published,post,brainstorm,268,126437
content_published,idea,brainstorm,268,81081
content_published,idea,brainstorm,268,81081
content_published,idea,brainstorm,268,51599
content_published,idea,brainstorm,268,51599
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,17434
content_published,idea,brainstorm,268,81081
content_published,idea,brainstorm,268,81799
content_published,idea,brainstorm,268,17434
content_published,idea,brainstorm,268,80373
content_published,idea,brainstorm,268,80373
content_published,idea,brainstorm,268,85506
content_published,idea,brainstorm,268,85506
content_published,idea,brainstorm,268,80373
content_published,idea,brainstorm,268,80373
content_published,idea,brainstorm,268,94067
content_published,idea,brainstorm,268,122004
content_published,idea,brainstorm,268,134497
content_published,idea,brainstorm,268,80373
content_published,idea,brainstorm,268,159140
content_published,idea,brainstorm,268,208806
content_published,post,brainstorm,268,68711
content_published,post,brainstorm,268,68711
content_published,post,brainstorm,268,133539
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,85305
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85381
content_published,idea,brainstorm,271,85400
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,85400
content_published,idea,brainstorm,271,85305
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85381
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,86917
content_published,idea,brainstorm,271,86917
content_published,idea,brainstorm,271,75828
content_published,idea,brainstorm,271,75828
content_published,idea,brainstorm,271,88369
content_published,idea,brainstorm,271,85257
content_published,idea,brainstorm,271,88532
content_published,idea,brainstorm,271,88598
content_published,idea,brainstorm,271,88566
content_published,idea,brainstorm,271,88805
content_published,idea,brainstorm,271,85506
content_published,idea,brainstorm,271,89443
content_published,idea,brainstorm,271,92887
content_published,idea,brainstorm,271,93727
content_published,idea,brainstorm,271,102524
content_published,idea,brainstorm,271,115979
content_published,idea,brainstorm,271,116393
content_published,idea,brainstorm,271,126740
content_published,idea,brainstorm,271,127899
content_published,idea,brainstorm,271,129723
content_published,idea,brainstorm,271,128404
content_published,idea,brainstorm,271,130377
content_published,idea,brainstorm,271,130847
content_published,idea,brainstorm,271,130889
content_published,idea,brainstorm,271,132109
content_published,idea,brainstorm,271,134519
content_published,idea,brainstorm,271,126437
content_published,idea,brainstorm,271,137631
content_published,idea,brainstorm,271,137631
content_published,idea,brainstorm,271,137750
content_published,idea,brainstorm,271,137750
content_published,idea,brainstorm,271,137750
content_published,idea,brainstorm,271,137950
content_published,idea,brainstorm,271,137950
content_published,idea,brainstorm,271,150506
content_published,idea,brainstorm,271,150506
content_published,idea,brainstorm,271,189783
content_published,idea,brainstorm,271,53278
content_published,idea,brainstorm,271,53278
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,17434
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,68711
content_published,post,brainstorm,271,85506
content_published,post,brainstorm,271,53278
content_published,post,brainstorm,271,53278
content_published,post,brainstorm,271,53278
content_published,idea,brainstorm,271,64204
content_published,idea,brainstorm,271,85367
content_published,idea,brainstorm,271,85456
content_published,idea,brainstorm,271,64204
content_published,idea,brainstorm,271,85456
content_published,idea,brainstorm,271,75084
content_published,idea,brainstorm,271,75084
content_published,idea,brainstorm,271,63412
content_published,idea,brainstorm,271,63412
content_published,idea,brainstorm,271,75828
content_published,idea,brainstorm,271,75828
content_published,idea,brainstorm,271,63412
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,88305
content_published,idea,brainstorm,271,88305
content_published,idea,brainstorm,271,81081
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,51599
content_published,idea,brainstorm,271,75599
content_published,idea,brainstorm,271,63412
content_published,idea,brainstorm,271,63412
content_published,idea,brainstorm,271,107007
content_published,idea,brainstorm,271,113523
content_published,idea,brainstorm,271,116148
content_published,idea,brainstorm,271,124155
content_published,idea,brainstorm,271,125998
content_published,idea,brainstorm,271,126337
content_published,idea,brainstorm,271,126705
content_published,idea,brainstorm,271,127485
content_published,idea,brainstorm,271,120471
content_published,idea,brainstorm,271,130951
content_published,idea,brainstorm,271,131418
content_published,idea,brainstorm,271,131418
content_published,idea,brainstorm,271,131830
content_published,idea,brainstorm,271,131418
content_published,idea,brainstorm,271,133466
content_published,idea,brainstorm,271,133685
content_published,idea,brainstorm,271,133696
content_published,idea,brainstorm,271,131418
content_published,idea,brainstorm,271,135001
content_published,idea,brainstorm,271,126437
content_published,idea,brainstorm,271,126437
content_published,idea,brainstorm,271,140252
content_published,idea,brainstorm,271,140252
content_published,idea,brainstorm,271,140252
content_published,idea,brainstorm,271,140252
content_published,idea,brainstorm,271,135737
content_published,idea,brainstorm,271,135737
content_published,idea,brainstorm,271,156489
content_published,idea,brainstorm,271,156489
content_published,idea,brainstorm,271,203174
content_published,idea,brainstorm,271,181771
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,54307
content_published,post,brainstorm,271,54307
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,54307
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,63127
content_published,post,brainstorm,271,126437
content_published,idea,brainstorm,275,90851
content_published,idea,brainstorm,275,90912
content_published,idea,brainstorm,275,91470
content_published,idea,brainstorm,275,50989
content_published,idea,brainstorm,275,50989
content_published,idea,brainstorm,275,116393
content_published,idea,brainstorm,275,119169
content_published,idea,brainstorm,275,94705
content_published,idea,brainstorm,275,89877
content_published,idea,brainstorm,275,112107
content_published,idea,brainstorm,275,122900
content_published,idea,brainstorm,275,123612
content_published,idea,brainstorm,275,123834
content_published,idea,brainstorm,275,124843
content_published,idea,brainstorm,275,136722
content_published,idea,brainstorm,275,138515
content_published,idea,brainstorm,275,138515
content_published,idea,brainstorm,275,188965
content_published,idea,brainstorm,275,206353
content_published,idea,brainstorm,275,89856
content_published,idea,brainstorm,275,89856
content_published,post,brainstorm,275,12523
content_published,post,brainstorm,275,17434
content_published,post,brainstorm,275,12523
content_published,post,brainstorm,275,50989
content_published,idea,brainstorm,277,92789
content_published,idea,brainstorm,277,110893
content_published,idea,brainstorm,277,110893
content_published,idea,brainstorm,277,112969
content_published,idea,brainstorm,277,117297
content_published,idea,brainstorm,277,118107
content_published,idea,brainstorm,277,116065
content_published,idea,brainstorm,277,120810
content_published,idea,brainstorm,277,123970
content_published,idea,brainstorm,277,125048
content_published,idea,brainstorm,277,136435
content_published,idea,brainstorm,277,126437
content_published,idea,brainstorm,277,17434
content_published,idea,brainstorm,277,17434
content_published,idea,brainstorm,277,17434
content_published,idea,brainstorm,277,131353
content_published,idea,brainstorm,277,181489
content_published,idea,brainstorm,277,115988
content_published,idea,brainstorm,277,186793
content_published,post,brainstorm,277,85367
content_published,post,brainstorm,277,85367
content_published,idea,brainstorm,280,81781
content_published,idea,brainstorm,280,51599
content_published,idea,brainstorm,280,68711
content_published,idea,brainstorm,280,81081
content_published,idea,brainstorm,280,78606
content_published,idea,brainstorm,280,78606
content_published,idea,brainstorm,280,137040
content_published,idea,brainstorm,280,137040
content_published,idea,brainstorm,280,137040
content_published,idea,brainstorm,280,51599
content_published,idea,brainstorm,280,51599
content_published,idea,brainstorm,280,141662
content_published,idea,brainstorm,280,141662
content_published,idea,brainstorm,280,142467
content_published,idea,brainstorm,280,142467
content_published,idea,brainstorm,280,141675
content_published,idea,brainstorm,280,141675
content_published,idea,brainstorm,280,88895
content_published,idea,brainstorm,280,207865
content_published,idea,brainstorm,83,1439
content_published,idea,brainstorm,83,69377
content_published,idea,brainstorm,83,119075
content_published,idea,brainstorm,83,118989
content_published,idea,brainstorm,83,69377
content_published,idea,brainstorm,83,69377
content_published,idea,brainstorm,83,141800
content_published,idea,brainstorm,83,141800
content_published,idea,brainstorm,83,54740
content_published,idea,brainstorm,83,54740
content_published,post,brainstorm,83,1439
content_published,idea,brainstorm,83,1439
content_published,idea,brainstorm,83,54740
content_published,idea,brainstorm,83,137536
content_published,idea,brainstorm,83,137536
content_published,idea,brainstorm,83,137536
content_published,idea,brainstorm,83,137536
content_published,idea,brainstorm,83,1439
content_published,idea,brainstorm,83,1439
content_published,idea,brainstorm,83,1439
content_published,idea,brainstorm,83,152994
content_published,idea,brainstorm,83,152994
content_published,post,brainstorm,83,1439
content_published,post,brainstorm,83,1439
content_published,idea,brainstorm,290,62241
content_published,idea,brainstorm,290,62241
content_published,idea,brainstorm,290,74587
content_published,idea,brainstorm,290,74587
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,50272
content_published,idea,brainstorm,290,50272
content_published,idea,brainstorm,290,51599
content_published,idea,brainstorm,290,51599
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,81081
content_published,idea,brainstorm,290,81081
content_published,idea,brainstorm,290,72003
content_published,idea,brainstorm,290,72003
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,74836
content_published,idea,brainstorm,290,211522
content_published,idea,brainstorm,290,62241
content_published,idea,brainstorm,290,62241
content_published,idea,brainstorm,290,74587
content_published,idea,brainstorm,290,74587
content_published,idea,brainstorm,290,51599
content_published,idea,brainstorm,290,51599
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,68711
content_published,idea,brainstorm,290,81081
content_published,idea,brainstorm,290,81081
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,17434
content_published,idea,brainstorm,290,171025
content_published,idea,brainstorm,290,74836
content_published,idea,brainstorm,290,74836
content_published,idea,brainstorm,293,74587
content_published,idea,brainstorm,293,133539
content_published,idea,brainstorm,293,81081
content_published,idea,brainstorm,293,68711
content_published,idea,brainstorm,293,63127
content_published,idea,brainstorm,293,133539
content_published,idea,brainstorm,293,80406
content_published,idea,brainstorm,293,151603
content_published,idea,brainstorm,293,92458
content_published,idea,brainstorm,293,168605
content_published,idea,brainstorm,293,168638
content_published,idea,brainstorm,293,17434
content_published,idea,brainstorm,293,174314
content_published,idea,brainstorm,293,173025
content_published,idea,brainstorm,293,164133
content_published,idea,brainstorm,293,17434
content_published,idea,brainstorm,293,200052
content_published,post,brainstorm,293,63127
content_published,post,brainstorm,293,63127
content_published,idea,brainstorm,310,63507
content_published,idea,brainstorm,310,93674
content_published,idea,brainstorm,310,202927
content_published,idea,brainstorm,310,203224
content_published,idea,brainstorm,310,203224
content_published,post,brainstorm,310,80373
content_published,post,brainstorm,310,80373
content_published,idea,brainstorm,310,80373
content_published,idea,brainstorm,309,68711
content_published,idea,brainstorm,309,68711
content_published,idea,brainstorm,309,81081
content_published,idea,brainstorm,309,17434
content_published,idea,brainstorm,309,126437
content_published,idea,brainstorm,309,17434
content_published,idea,brainstorm,309,126437
content_published,idea,brainstorm,309,19800
content_published,idea,brainstorm,309,72003
content_published,idea,brainstorm,309,126437
content_published,idea,brainstorm,309,84961
content_published,post,brainstorm,309,68711
content_published,post,brainstorm,309,68711
content_published,post,brainstorm,309,164133
content_published,post,brainstorm,309,68711
content_published,idea,brainstorm,310,81081
content_published,idea,brainstorm,310,126437
content_published,idea,brainstorm,310,68711
content_published,idea,brainstorm,311,81081
content_published,idea,brainstorm,311,63127
content_published,idea,brainstorm,311,174969
content_published,idea,brainstorm,311,164133
content_published,idea,brainstorm,311,67909
content_published,idea,brainstorm,311,184805
content_published,idea,brainstorm,311,131797
content_published,idea,brainstorm,311,187735
content_published,idea,brainstorm,311,189720
content_published,idea,brainstorm,311,74836
content_published,idea,brainstorm,311,190086
content_published,idea,brainstorm,311,203600
content_published,idea,brainstorm,311,208265
content_published,idea,brainstorm,311,190783
content_published,post,brainstorm,311,182695
content_published,post,brainstorm,311,203806
content_published,post,brainstorm,311,208717
content_published,idea,brainstorm,322,80373
content_published,idea,brainstorm,322,74836
content_published,idea,brainstorm,322,68711
content_published,idea,brainstorm,322,17434
content_published,idea,brainstorm,322,1439
content_published,idea,brainstorm,322,1439
content_published,idea,brainstorm,322,1439
content_published,idea,brainstorm,322,192574
content_published,idea,brainstorm,322,62241
content_published,idea,brainstorm,322,63543
content_published,idea,brainstorm,322,17434
content_published,post,brainstorm,322,85344
content_published,idea,brainstorm,323,126437
content_published,idea,brainstorm,296,1439
content_published,idea,brainstorm,296,1439
content_published,idea,brainstorm,296,1439
content_published,idea,brainstorm,296,1439
content_published,idea,brainstorm,296,69377
content_published,idea,brainstorm,296,69377
content_published,idea,brainstorm,296,16253
content_published,post,brainstorm,296,184972
content_published,idea,brainstorm,293,74587
content_published,idea,brainstorm,293,74587
content_published,idea,brainstorm,293,51599
content_published,idea,brainstorm,293,17434
content_published,idea,brainstorm,293,192696
content_published,idea,brainstorm,311,74587
content_published,idea,brainstorm,311,68711
content_published,idea,brainstorm,311,68711
content_published,idea,brainstorm,311,82742
content_published,idea,brainstorm,311,81081
content_published,idea,brainstorm,311,182523
content_published,idea,brainstorm,311,131797
content_published,idea,brainstorm,311,64143
content_published,idea,brainstorm,311,134519
content_published,idea,brainstorm,311,134519
content_published,idea,brainstorm,311,204983
content_published,idea,brainstorm,311,205558
content_published,idea,brainstorm,311,206707
content_published,idea,brainstorm,311,209121
content_published,idea,brainstorm,311,209207
content_published,idea,brainstorm,311,168367
content_published,idea,brainstorm,311,211617
content_published,post,brainstorm,311,131797
content_published,post,brainstorm,311,63624
content_published,post,brainstorm,311,208717
content_published,idea,brainstorm,69,188248
content_published,entry,challenge,4,180
content_published,entry,challenge,4,180
content_published,entry,challenge,208,13965
content_published,entry,challenge,208,76120
content_published,entry,challenge,208,13965
content_published,entry,challenge,208,76149
content_published,entry,challenge,208,76231
content_published,entry,challenge,208,77196
content_published,entry,challenge,208,77446
content_published,entry,challenge,208,78135
content_published,entry,challenge,208,78561
content_published,entry,challenge,208,78364
content_published,entry,challenge,208,78415
content_published,entry,challenge,208,78878
content_published,entry,challenge,208,78543
content_published,entry,challenge,208,79147
content_published,entry,challenge,208,77165
content_published,entry,challenge,208,79325
content_published,entry,challenge,208,77286
content_published,entry,challenge,208,78606
content_published,entry,challenge,208,79506
content_published,entry,challenge,208,79417
content_published,entry,challenge,208,79389
content_published,entry,challenge,208,79389
content_published,entry,challenge,208,79625
content_published,entry,challenge,208,79417
content_published,entry,challenge,208,79389
content_published,entry,challenge,208,79783
content_published,entry,challenge,208,79982
content_published,entry,challenge,208,79297
content_published,entry,challenge,208,76484
content_published,entry,challenge,208,79963
content_published,entry,challenge,208,79992
content_published,entry,challenge,208,79987
content_published,entry,challenge,208,77689
content_published,entry,challenge,208,80005
content_published,entry,challenge,208,80037
content_published,entry,challenge,208,80037
content_published,entry,challenge,208,80025
content_published,entry,challenge,208,53992
content_published,entry,challenge,210,75747
content_published,entry,challenge,210,78644
content_published,entry,challenge,210,79362
content_published,entry,challenge,210,69302
content_published,entry,challenge,210,79389
content_published,entry,challenge,210,79389
content_published,entry,challenge,210,79606
content_published,entry,challenge,210,79624
content_published,entry,challenge,210,79417
